,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
1808,"[-8, 4]","[0, 7]","[-4, 8]","[4, 11]",[-8],[0],"[4, -8, 4]","[4, 0, 7]","[-8, 4, -0.125, 0.25]","[0, 7, 'ZeroDivisionError', 0.14285714285714285]","[-32, 16]","[0, 28]","[4, -8]","[0, 7]",1.2727272727272727,2.0,1.1578947368421053,1.2727272727272727,error,1.2727272727272727,1.0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
1809,"[-12, -3, 4, 12, 1, -9, 0, -4]","[9, 7, 7, -1, -13, 5, 13, 9]","[-8, 1, 8, 16, 5, -5, 4, 0]","[13, 11, 11, 3, -9, 9, 17, 13]","[-12, -3, 12, 1, -9, 0, -4]","[9, 7, -1, -13, 5, 13, 9]","[-12, 4, -3, 4, 12, 1, -9, 0, -4]","[9, 4, 7, 7, -1, -13, 5, 13, 9]","[-12, -3, 4, 12, 1, -9, 0, -4, -0.08333333333333333, -0.3333333333333333, 0.25, 0.08333333333333333, 1.0, -0.1111111111111111, 'ZeroDivisionError', -0.25]","[9, 7, 7, -1, -13, 5, 13, 9, 0.1111111111111111, 0.14285714285714285, 0.14285714285714285, -1.0, -0.07692307692307693, 0.2, 0.07692307692307693, 0.1111111111111111]","[-48, -12, 16, 48, 4, -36, 0, -16]","[36, 28, 28, -4, -52, 20, 52, 36]","[-9, 0, -12, 12, 1, -4, 4, -3]","[-1, 9, 5, 7, 13, 7, 9, -13]",7.2727272727272725,5.929916136495084,6.294486215538847,7.2727272727272725,error,7.2727272727272725,7.0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
1810,"[-7, 9, 3, -2, -6, 4, 6, -4]","[1, -7, 5, 6, -6, -3, 7, 1]","[-3, 13, 7, 2, -2, 8, 10, 0]","[5, -3, 9, 10, -2, 1, 11, 5]","[9, 3, -2, -6, 4, 6, -4]","[-7, 5, 6, -6, -3, 7, 1]","[-7, 9, 4, 3, -2, -6, 4, 6, -4]","[1, -7, 4, 5, 6, -6, -3, 7, 1]","[-7, 9, 3, -2, -6, 4, 6, -4, -0.14285714285714285, 0.1111111111111111, 0.3333333333333333, -0.5, -0.16666666666666666, 0.25, 0.16666666666666666, -0.25]","[1, -7, 5, 6, -6, -3, 7, 1, 1.0, -0.14285714285714285, 0.2, 0.16666666666666666, -0.16666666666666666, -0.3333333333333333, 0.14285714285714285, 1.0]","[-28, 36, 12, -8, -24, 16, 24, -16]","[4, -28, 20, 24, -24, -12, 28, 4]","[-2, 6, -6, -7, 4, 9, 3, -4]","[-7, 5, 1, 6, -6, 1, 7, -3]",5.326923076923077,4.98932178932179,4.617063492063492,5.326923076923077,10.653846153846153,5.326923076923077,4.326923076923077,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
1811,"[1, -10, -11, -4, -14, -3, -1, 5]","[-12, -5, -1, 6, -1, -5, -1, 1]","[5, -6, -7, 0, -10, 1, 3, 9]","[-8, -1, 3, 10, 3, -1, 3, 5]","[1, -10, -11, -4, -14, -3, -1]","[-12, -5, -1, 6, -1, -5, -1]","[1, -10, -11, -4, -14, -3, -1, 4, 5]","[-12, -5, -1, 6, -1, -5, -1, 4, 1]","[1, -10, -11, -4, -14, -3, -1, 5, 1.0, -0.1, -0.09090909090909091, -0.25, -0.07142857142857142, -0.3333333333333333, -1.0, 0.2]","[-12, -5, -1, 6, -1, -5, -1, 1, -0.08333333333333333, -0.2, -1.0, 0.16666666666666666, -1.0, -0.2, -1.0, 1.0]","[4, -40, -44, -16, -56, -12, -4, 20]","[-48, -20, -4, 24, -4, -20, -4, 4]","[-3, -14, -10, -11, 1, 5, -1, -4]","[-1, -5, -5, 6, -1, -1, -12, 1]",4.95,6.153171390013496,6.0,4.95,9.9,4.95,4.283333333333333,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
1812,"[0, 3, -13, -10, -5, 6, 9, -3, 4, -14, -18, -6, 7, 6]","[4, 10, -7, -14, -5, 7, -2, -6, 2, 7, -18, 7, 13, 3]","[4, 7, -9, -6, -1, 10, 13, 1, 8, -10, -14, -2, 11, 10]","[8, 14, -3, -10, -1, 11, 2, -2, 6, 11, -14, 11, 17, 7]","[0, 3, -13, -10, -5, 6, 9, -3, 4, -14, -6, 7, 6]","[4, 10, -7, -14, -5, 7, -2, -6, 2, 7, 7, 13, 3]","[0, 3, -13, -10, -5, 4, 6, 9, -3, 4, -14, -18, -6, 7, 6]","[4, 10, -7, -14, -5, 4, 7, -2, -6, 2, 7, -18, 7, 13, 3]","[0, 3, -13, -10, -5, 6, 9, -3, 4, -14, -18, -6, 7, 6, 'ZeroDivisionError', 0.3333333333333333, -0.07692307692307693, -0.1, -0.2, 0.16666666666666666, 0.1111111111111111, -0.3333333333333333, 0.25, -0.07142857142857142, -0.05555555555555555, -0.16666666666666666, 0.14285714285714285, 0.16666666666666666]","[4, 10, -7, -14, -5, 7, -2, -6, 2, 7, -18, 7, 13, 3, 0.25, 0.1, -0.14285714285714285, -0.07142857142857142, -0.2, 0.14285714285714285, -0.5, -0.16666666666666666, 0.5, 0.14285714285714285, -0.05555555555555555, 0.14285714285714285, 0.07692307692307693, 0.3333333333333333]","[0, 12, -52, -40, -20, 24, 36, -12, 16, -56, -72, -24, 28, 24]","[16, 40, -28, -56, -20, 28, -8, -24, 8, 28, -72, 28, 52, 12]","[6, 3, -13, 4, -5, 7, -14, -3, -18, 6, -10, 9, 0, -6]","[7, 7, 3, 7, -18, 13, -5, -14, 10, 2, 4, -7, -6, -2]",6.382051282051282,8.735610775010425,5.731232492997199,6.382051282051282,error,6.382051282051282,6.382051282051282,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
1813,"[2, -11, 5, 5]","[6, -10, -7, -14]","[6, -7, 9, 9]","[10, -6, -3, -10]","[2, 5, 5]","[6, -7, -14]","[2, -11, 4, 5, 5]","[6, -10, 4, -7, -14]","[2, -11, 5, 5, 0.5, -0.09090909090909091, 0.2, 0.2]","[6, -10, -7, -14, 0.16666666666666666, -0.1, -0.14285714285714285, -0.07142857142857142]","[8, -44, 20, 20]","[24, -40, -28, -56]","[5, 2, 5, -11]","[-14, -7, 6, -10]",2.5476190476190474,2.1385281385281383,2.3269230769230766,2.5476190476190474,5.095238095238095,2.5476190476190474,2.5,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
1814,"[5, 1, 0, 12, 6, 7, -5, 5, -2, 7]","[5, 7, 3, -6, 13, 2, 7, -1, -6, -7]","[9, 5, 4, 16, 10, 11, -1, 9, 2, 11]","[9, 11, 7, -2, 17, 6, 11, 3, -2, -3]","[5, 1, 0, 6, 7, -5, 5, -2, 7]","[5, 7, 3, 13, 2, 7, -1, -6, -7]","[5, 1, 4, 0, 12, 6, 7, -5, 5, -2, 7]","[5, 7, 4, 3, -6, 13, 2, 7, -1, -6, -7]","[5, 1, 0, 12, 6, 7, -5, 5, -2, 7, 0.2, 1.0, 'ZeroDivisionError', 0.08333333333333333, 0.16666666666666666, 0.14285714285714285, -0.2, 0.2, -0.5, 0.14285714285714285]","[5, 7, 3, -6, 13, 2, 7, -1, -6, -7, 0.2, 0.14285714285714285, 0.3333333333333333, -0.16666666666666666, 0.07692307692307693, 0.5, 0.14285714285714285, -1.0, -0.16666666666666666, -0.14285714285714285]","[20, 4, 0, 48, 24, 28, -20, 20, -8, 28]","[20, 28, 12, -24, 52, 8, 28, -4, -24, -28]","[5, 12, 7, -5, 7, 5, 0, 6, 1, -2]","[7, 5, 7, -1, 13, -7, 3, -6, -6, 2]",7.173976608187134,6.545098039215686,5.701104179045355,7.173976608187134,error,7.173976608187134,6.173976608187134,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
1815,"[-7, 5, 10, 5, 3]","[7, 2, -10, -4, 2]","[-3, 9, 14, 9, 7]","[11, 6, -6, 0, 6]","[5, 10, 5, 3]","[2, -10, -4, 2]","[-7, 5, 10, 5, 4, 3]","[7, 2, -10, -4, 4, 2]","[-7, 5, 10, 5, 3, -0.14285714285714285, 0.2, 0.1, 0.2, 0.3333333333333333]","[7, 2, -10, -4, 2, 0.14285714285714285, 0.5, -0.1, -0.25, 0.5]","[-28, 20, 40, 20, 12]","[28, 8, -40, -16, 8]","[10, 5, -7, 5, 3]","[-4, 2, 2, 7, -10]",3.628571428571429,3.5952380952380953,3.2769230769230773,3.628571428571429,7.257142857142857,3.628571428571429,2.628571428571429,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
1816,"[-4, 13, -2, -7, -1, -2, 1, 4, 0, 10, -8, -6, 12, -1]","[-6, 7, -1, 3, 11, 9, 7, 7, 0, 13, -3, 12, 2, 1]","[0, 17, 2, -3, 3, 2, 5, 8, 4, 14, -4, -2, 16, 3]","[-2, 11, 3, 7, 15, 13, 11, 11, 4, 17, 1, 16, 6, 5]","[-4, 13, -2, -7, -1, -2, 1, 4, 0, 10, -8, 12, -1]","[-6, 7, -1, 3, 11, 9, 7, 7, 0, 13, -3, 2, 1]","[-4, 13, -2, -7, -1, -2, 1, 4, 4, 0, 10, -8, -6, 12, -1]","[-6, 7, -1, 3, 11, 9, 7, 4, 7, 0, 13, -3, 12, 2, 1]","[-4, 13, -2, -7, -1, -2, 1, 4, 0, 10, -8, -6, 12, -1, -0.25, 0.07692307692307693, -0.5, -0.14285714285714285, -1.0, -0.5, 1.0, 0.25, 'ZeroDivisionError', 0.1, -0.125, -0.16666666666666666, 0.08333333333333333, -1.0]","[-6, 7, -1, 3, 11, 9, 7, 7, 0, 13, -3, 12, 2, 1, -0.16666666666666666, 0.14285714285714285, -1.0, 0.3333333333333333, 0.09090909090909091, 0.1111111111111111, 0.14285714285714285, 0.14285714285714285, 'ZeroDivisionError', 0.07692307692307693, -0.3333333333333333, 0.08333333333333333, 0.5, 1.0]","[-16, 52, -8, -28, -4, -8, 4, 16, 0, 40, -32, -24, 48, -4]","[-24, 28, -4, 12, 44, 36, 28, 28, 0, 52, -12, 48, 8, 4]","[13, -1, 0, 10, -8, -2, 12, -6, 1, -1, -7, -4, -2, 4]","[7, 0, 9, 7, 3, 7, -3, 11, -1, 12, 1, -6, 2, 13]",,11.205882352941176,7.1485000992216605,,error,,,Violate,Violate,error,Violate,Violate,1,1,error,1,1
1817,"[-12, -4]","[-8, -13]","[-8, 0]","[-4, -9]",[-12],[-8],"[-12, 4, -4]","[-8, 4, -13]","[-12, -4, -0.08333333333333333, -0.25]","[-8, -13, -0.125, -0.07692307692307693]","[-48, -16]","[-32, -52]","[-4, -12]","[-8, -13]",0.7294117647058824,0.3733333333333333,1.3333333333333333,0.7294117647058824,1.4588235294117649,0.7294117647058824,0.2,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
1818,"[-13, -5, -6, -11, 7, 3, -9, -10, 6, 0, 2, 1]","[8, -13, -9, -7, 2, 9, 4, -9, 8, -9, 11, -12]","[-9, -1, -2, -7, 11, 7, -5, -6, 10, 4, 6, 5]","[12, -9, -5, -3, 6, 13, 8, -5, 12, -5, 15, -8]","[-13, -5, -6, -11, 7, -9, -10, 6, 0, 2, 1]","[8, -13, -9, -7, 2, 4, -9, 8, -9, 11, -12]","[-13, -5, -6, -11, 7, 3, -9, -10, 6, 0, 2, 1, 4]","[8, -13, -9, -7, 2, 9, 4, -9, 8, -9, 11, -12, 4]","[-13, -5, -6, -11, 7, 3, -9, -10, 6, 0, 2, 1, -0.07692307692307693, -0.2, -0.16666666666666666, -0.09090909090909091, 0.14285714285714285, 0.3333333333333333, -0.1111111111111111, -0.1, 0.16666666666666666, 'ZeroDivisionError', 0.5, 1.0]","[8, -13, -9, -7, 2, 9, 4, -9, 8, -9, 11, -12, 0.125, -0.07692307692307693, -0.1111111111111111, -0.14285714285714285, 0.5, 0.1111111111111111, 0.25, -0.1111111111111111, 0.125, -0.1111111111111111, 0.09090909090909091, -0.08333333333333333]","[-52, -20, -24, -44, 28, 12, -36, -40, 24, 0, 8, 4]","[32, -52, -36, -28, 8, 36, 16, -36, 32, -36, 44, -48]","[3, 2, -5, 6, -6, -10, 1, -13, -9, 0, -11, 7]","[-9, 11, 2, -7, 4, -9, 9, 8, -13, -9, 8, -12]",6.810018636334426,9.726757453073242,6.833078686019863,6.810018636334426,error,6.810018636334426,6.3100186363344255,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1819,"[17, -5, 8, 7, 15, 4, 6, -7]","[-5, 17, -2, -8, 11, 3, -4, 11]","[21, -1, 12, 11, 19, 8, 10, -3]","[-1, 21, 2, -4, 15, 7, 0, 15]","[17, -5, 7, 15, 4, 6, -7]","[-5, 17, -8, 11, 3, -4, 11]","[17, -5, 8, 7, 15, 4, 6, 4, -7]","[-5, 17, -2, -8, 11, 3, -4, 4, 11]","[17, -5, 8, 7, 15, 4, 6, -7, 0.058823529411764705, -0.2, 0.125, 0.14285714285714285, 0.06666666666666667, 0.25, 0.16666666666666666, -0.14285714285714285]","[-5, 17, -2, -8, 11, 3, -4, 11, -0.2, 0.058823529411764705, -0.5, -0.125, 0.09090909090909091, 0.3333333333333333, -0.25, 0.09090909090909091]","[68, -20, 32, 28, 60, 16, 24, -28]","[-20, 68, -8, -32, 44, 12, -16, 44]","[17, 8, 4, -5, -7, 7, 6, 15]","[-2, 3, 11, 17, -4, -5, 11, -8]",6.2967032967032965,5.488057040998218,5.898599439775911,6.2967032967032965,12.593406593406593,6.2967032967032965,5.2967032967032965,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
1820,"[-12, -7, -4, -9, -8, -13, -10, -6, -13]","[0, 3, -8, 6, -1, 2, -8, 2, 1]","[-8, -3, 0, -5, -4, -9, -6, -2, -9]","[4, 7, -4, 10, 3, 6, -4, 6, 5]","[-12, -7, -9, -8, -13, -10, -6, -13]","[0, 3, 6, -1, 2, -8, 2, 1]","[-12, -7, -4, -9, -8, -13, 4, -10, -6, -13]","[0, 3, -8, 6, -1, 2, 4, -8, 2, 1]","[-12, -7, -4, -9, -8, -13, -10, -6, -13, -0.08333333333333333, -0.14285714285714285, -0.25, -0.1111111111111111, -0.125, -0.07692307692307693, -0.1, -0.16666666666666666, -0.07692307692307693]","[0, 3, -8, 6, -1, 2, -8, 2, 1, 'ZeroDivisionError', 0.3333333333333333, -0.125, 0.16666666666666666, -1.0, 0.5, -0.125, 0.5, 1.0]","[-48, -28, -16, -36, -32, -52, -40, -24, -52]","[0, 12, -32, 24, -4, 8, -32, 8, 4]","[-10, -6, -8, -7, -13, -13, -9, -12, -4]","[-8, 2, 6, 1, -8, 2, -1, 0, 3]",7.222222222222221,7.149206349206349,8.2,7.222222222222221,error,7.222222222222221,6.888888888888889,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1821,"[0, 7, 6, 11, -11, -8, 2]","[5, 13, -6, 0, 0, -6, 13]","[4, 11, 10, 15, -7, -4, 6]","[9, 17, -2, 4, 4, -2, 17]","[0, 7, 6, 11, -11, -8]","[5, 13, -6, 0, 0, -6]","[0, 7, 6, 11, -11, 4, -8, 2]","[5, 13, -6, 0, 0, 4, -6, 13]","[0, 7, 6, 11, -11, -8, 2, 'ZeroDivisionError', 0.14285714285714285, 0.16666666666666666, 0.09090909090909091, -0.09090909090909091, -0.125, 0.5]","[5, 13, -6, 0, 0, -6, 13, 0.2, 0.07692307692307693, -0.16666666666666666, 'ZeroDivisionError', 'ZeroDivisionError', -0.16666666666666666, 0.07692307692307693]","[0, 28, 24, 44, -44, -32, 8]","[20, 52, -24, 0, 0, -24, 52]","[0, -8, 2, 7, 11, -11, 6]","[-6, 0, 5, 13, 0, -6, 13]",5.1761904761904765,4.391110128261831,3.9894426702207024,5.1761904761904765,error,5.176190476190476,4.442857142857143,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
1822,"[-5, 1, -1, 4, 4, 4, 5, 0, -6, -1, -6]","[5, -1, 3, 3, -6, 6, -3, -2, 6, -3, 0]","[-1, 5, 3, 8, 8, 8, 9, 4, -2, 3, -2]","[9, 3, 7, 7, -2, 10, 1, 2, 10, 1, 4]","[-5, 1, -1, 4, 4, 5, 0, -6, -1, -6]","[5, -1, 3, 3, -6, -3, -2, 6, -3, 0]","[-5, 1, -1, 4, 4, 4, 4, 5, 0, -6, -1, -6]","[5, -1, 3, 4, 3, -6, 6, -3, -2, 6, -3, 0]","[-5, 1, -1, 4, 4, 4, 5, 0, -6, -1, -6, -0.2, 1.0, -1.0, 0.25, 0.25, 0.25, 0.2, 'ZeroDivisionError', -0.16666666666666666, -1.0, -0.16666666666666666]","[5, -1, 3, 3, -6, 6, -3, -2, 6, -3, 0, 0.2, -1.0, 0.3333333333333333, 0.3333333333333333, -0.16666666666666666, 0.16666666666666666, -0.3333333333333333, -0.5, 0.16666666666666666, -0.3333333333333333, 'ZeroDivisionError']","[-20, 4, -4, 16, 16, 16, 20, 0, -24, -4, -24]","[20, -4, 12, 12, -24, 24, -12, -8, 24, -12, 0]","[4, 5, 0, -6, -1, -1, 4, 1, 4, -5, -6]","[-2, 5, 0, 3, 6, 6, -3, -1, 3, -6, -3]",8.842857142857143,,6.461111111111111,8.842857142857143,error,8.842857142857142,8.642857142857142,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
1823,"[1, -10, 5, -14, 3, 8, -11, -1, 12, -12, 12, 6]","[1, 6, 1, 3, -4, 8, 6, -1, -2, 9, -8, 15]","[5, -6, 9, -10, 7, 12, -7, 3, 16, -8, 16, 10]","[5, 10, 5, 7, 0, 12, 10, 3, 2, 13, -4, 19]","[-10, 5, -14, 3, 8, -11, -1, 12, -12, 12, 6]","[6, 1, 3, -4, 8, 6, -1, -2, 9, -8, 15]","[4, 1, -10, 5, -14, 3, 8, -11, -1, 12, -12, 12, 6]","[4, 1, 6, 1, 3, -4, 8, 6, -1, -2, 9, -8, 15]","[1, -10, 5, -14, 3, 8, -11, -1, 12, -12, 12, 6, 1.0, -0.1, 0.2, -0.07142857142857142, 0.3333333333333333, 0.125, -0.09090909090909091, -1.0, 0.08333333333333333, -0.08333333333333333, 0.08333333333333333, 0.16666666666666666]","[1, 6, 1, 3, -4, 8, 6, -1, -2, 9, -8, 15, 1.0, 0.16666666666666666, 1.0, 0.3333333333333333, -0.25, 0.125, 0.16666666666666666, -1.0, -0.5, 0.1111111111111111, -0.125, 0.06666666666666667]","[4, -40, 20, -56, 12, 32, -44, -4, 48, -48, 48, 24]","[4, 24, 4, 12, -16, 32, 24, -4, -8, 36, -32, 60]","[-14, -11, -12, -10, 8, 5, 6, 3, 1, 12, -1, 12]","[1, 1, -8, -2, 8, -1, 6, 6, 3, 9, 15, -4]",8.095238095238095,6.842857142857143,7.373836891078271,8.095238095238095,16.19047619047619,8.095238095238095,8.095238095238095,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
1824,"[14, 0, -12, 9, -1, 4, 13, 2, 9, -4, -3, 10, -13, 8]","[-4, -1, 2, 7, -10, 3, -2, -4, 11, -10, 3, -2, 7, -6]","[18, 4, -8, 13, 3, 8, 17, 6, 13, 0, 1, 14, -9, 12]","[0, 3, 6, 11, -6, 7, 2, 0, 15, -6, 7, 2, 11, -2]","[14, 0, -12, 9, -1, 4, 13, 2, -4, -3, 10, -13, 8]","[-4, -1, 2, 7, -10, 3, -2, -4, -10, 3, -2, 7, -6]","[4, 14, 0, -12, 9, -1, 4, 13, 2, 9, -4, -3, 10, -13, 8]","[4, -4, -1, 2, 7, -10, 3, -2, -4, 11, -10, 3, -2, 7, -6]","[14, 0, -12, 9, -1, 4, 13, 2, 9, -4, -3, 10, -13, 8, 0.07142857142857142, 'ZeroDivisionError', -0.08333333333333333, 0.1111111111111111, -1.0, 0.25, 0.07692307692307693, 0.5, 0.1111111111111111, -0.25, -0.3333333333333333, 0.1, -0.07692307692307693, 0.125]","[-4, -1, 2, 7, -10, 3, -2, -4, 11, -10, 3, -2, 7, -6, -0.25, -1.0, 0.5, 0.14285714285714285, -0.1, 0.3333333333333333, -0.5, -0.25, 0.09090909090909091, -0.1, 0.3333333333333333, -0.5, 0.14285714285714285, -0.16666666666666666]","[56, 0, -48, 36, -4, 16, 52, 8, 36, -16, -12, 40, -52, 32]","[-16, -4, 8, 28, -40, 12, -8, -16, 44, -40, 12, -8, 28, -24]","[9, -12, 4, -3, 14, -4, 2, 0, 13, 8, -1, 9, -13, 10]","[3, 3, 2, -2, 11, -10, -1, 7, 7, -2, -10, -4, -6, -4]",10.61461038961039,9.068507632718159,9.653759398496241,10.61461038961039,error,10.61461038961039,10.51461038961039,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
1825,"[-6, 0, 6, -8, 5, -11, 5, -7, 0, -3, -9, 0, -9, 1]","[1, 4, 1, 1, 6, 3, -10, -5, -6, -8, 8, -9, -10, -3]","[-2, 4, 10, -4, 9, -7, 9, -3, 4, 1, -5, 4, -5, 5]","[5, 8, 5, 5, 10, 7, -6, -1, -2, -4, 12, -5, -6, 1]","[-6, 0, 6, -8, 5, -11, 5, -7, 0, -9, 0, -9, 1]","[1, 4, 1, 1, 6, 3, -10, -5, -6, 8, -9, -10, -3]","[-6, 0, 6, -8, 5, -11, 5, -7, 4, 0, -3, -9, 0, -9, 1]","[1, 4, 1, 1, 6, 3, -10, -5, 4, -6, -8, 8, -9, -10, -3]","[-6, 0, 6, -8, 5, -11, 5, -7, 0, -3, -9, 0, -9, 1, -0.16666666666666666, 'ZeroDivisionError', 0.16666666666666666, -0.125, 0.2, -0.09090909090909091, 0.2, -0.14285714285714285, 'ZeroDivisionError', -0.3333333333333333, -0.1111111111111111, 'ZeroDivisionError', -0.1111111111111111, 1.0]","[1, 4, 1, 1, 6, 3, -10, -5, -6, -8, 8, -9, -10, -3, 1.0, 0.25, 1.0, 1.0, 0.16666666666666666, 0.3333333333333333, -0.1, -0.2, -0.16666666666666666, -0.125, 0.125, -0.1111111111111111, -0.1, -0.3333333333333333]","[-24, 0, 24, -32, 20, -44, 20, -28, 0, -12, -36, 0, -36, 4]","[4, 16, 4, 4, 24, 12, -40, -20, -24, -32, 32, -36, -40, -12]","[-11, 5, 0, -6, 6, 1, -8, -3, 5, -7, -9, 0, -9, 0]","[-6, -5, -10, -9, 3, 4, -8, 1, 8, 1, -10, -3, 1, 6]",10.479038505354294,8.710851790108755,9.976874003189792,10.479038505354294,error,10.479038505354294,10.024493050808841,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
1826,"[-3, 7, -2, 6, 10, -1, -9, 5, -3, -3, 8]","[0, 3, -7, -4, 0, -4, -10, -8, 2, -6, -5]","[1, 11, 2, 10, 14, 3, -5, 9, 1, 1, 12]","[4, 7, -3, 0, 4, 0, -6, -4, 6, -2, -1]","[-3, 7, 6, 10, -1, -9, 5, -3, -3, 8]","[0, 3, -4, 0, -4, -10, -8, 2, -6, -5]","[-3, 7, -2, 6, 10, -1, -9, 5, -3, 4, -3, 8]","[0, 3, -7, -4, 0, -4, -10, -8, 2, 4, -6, -5]","[-3, 7, -2, 6, 10, -1, -9, 5, -3, -3, 8, -0.3333333333333333, 0.14285714285714285, -0.5, 0.16666666666666666, 0.1, -1.0, -0.1111111111111111, 0.2, -0.3333333333333333, -0.3333333333333333, 0.125]","[0, 3, -7, -4, 0, -4, -10, -8, 2, -6, -5, 'ZeroDivisionError', 0.3333333333333333, -0.14285714285714285, -0.25, 'ZeroDivisionError', -0.25, -0.1, -0.125, 0.5, -0.16666666666666666, -0.2]","[-12, 28, -8, 24, 40, -4, -36, 20, -12, -12, 32]","[0, 12, -28, -16, 0, -16, -40, -32, 8, -24, -20]","[5, -1, 10, -3, -3, -2, 6, 8, -3, 7, -9]","[0, -7, 3, -8, -5, -4, -10, -6, -4, 0, 2]",7.941520467836257,7.469197469197469,8.182972582972582,7.941520467836257,error,7.941520467836257,7.385964912280701,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1827,"[-6, 3, -9, -4, 0, -9, -4, 3, -7, -9]","[-2, -7, -3, -9, 1, -9, 0, 4, 4, -8]","[-2, 7, -5, 0, 4, -5, 0, 7, -3, -5]","[2, -3, 1, -5, 5, -5, 4, 8, 8, -4]","[-6, 3, -4, 0, -9, -4, 3, -7, -9]","[-2, -7, -9, 1, -9, 0, 4, 4, -8]","[-6, 3, -9, 4, -4, 0, -9, -4, 3, -7, -9]","[-2, -7, -3, 4, -9, 1, -9, 0, 4, 4, -8]","[-6, 3, -9, -4, 0, -9, -4, 3, -7, -9, -0.16666666666666666, 0.3333333333333333, -0.1111111111111111, -0.25, 'ZeroDivisionError', -0.1111111111111111, -0.25, 0.3333333333333333, -0.14285714285714285, -0.1111111111111111]","[-2, -7, -3, -9, 1, -9, 0, 4, 4, -8, -0.5, -0.14285714285714285, -0.3333333333333333, -0.1111111111111111, 1.0, -0.1111111111111111, 'ZeroDivisionError', 0.25, 0.25, -0.125]","[-24, 12, -36, -16, 0, -36, -16, 12, -28, -36]","[-8, -28, -12, -36, 4, -36, 0, 16, 16, -32]","[3, -6, 3, -7, -9, -9, 0, -4, -4, -9]","[4, 4, 1, -7, 0, -9, -9, -3, -2, -8]",5.586296056884292,4.177871148459383,6.288888888888889,5.586296056884292,error,5.586296056884293,5.086296056884292,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
1828,"[-3, 11, 18, 4, -4, 10, 13]","[-2, 10, 3, 3, -5, 15, 1]","[1, 15, 22, 8, 0, 14, 17]","[2, 14, 7, 7, -1, 19, 5]","[11, 18, 4, -4, 10, 13]","[10, 3, 3, -5, 15, 1]","[-3, 11, 18, 4, -4, 4, 10, 13]","[-2, 10, 3, 3, -5, 4, 15, 1]","[-3, 11, 18, 4, -4, 10, 13, -0.3333333333333333, 0.09090909090909091, 0.05555555555555555, 0.25, -0.25, 0.1, 0.07692307692307693]","[-2, 10, 3, 3, -5, 15, 1, -0.5, 0.1, 0.3333333333333333, 0.3333333333333333, -0.2, 0.06666666666666667, 1.0]","[-12, 44, 72, 16, -16, 40, 52]","[-8, 40, 12, 12, -20, 60, 4]","[11, 13, 4, 10, -4, 18, -3]","[-2, 3, -5, 3, 15, 10, 1]",2.273015873015873,5.449175824175824,2.6486938349007314,2.273015873015873,4.546031746031746,2.273015873015873,2.0730158730158728,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
